step,time_s,min_robot_ped_distance_m,nearest_pedestrian_id
0,0.1,5.923984615911019,3
1,0.2,5.873867316554374,3
2,0.30000000000000004,5.813060821540943,3
3,0.4,5.7419346796703845,3
4,0.5,5.660907142038398,3
5,0.6000000000000001,5.570496284948781,3
6,0.7000000000000001,5.4713732082425155,3
7,0.8,5.364413394723962,3
8,0.9,5.250738247696424,3
9,1.0,5.131746172314968,3
10,1.1,5.0091360398323586,3
11,1.2000000000000002,4.885313108156541,3
12,1.3,4.763225812462869,3
13,1.4000000000000001,4.645827577459107,3
14,1.5,4.536018039304281,3
15,1.6,4.436572069423211,3
16,1.7000000000000002,4.35005907202278,3
17,1.8,4.278757039301851,3
18,1.9000000000000001,4.224568364279837,3
19,2.0,4.1886889117178665,3
20,2.1,4.171272243120408,3
21,2.2,4.171687849648531,3
22,2.3000000000000003,4.188865754284276,3
23,2.4000000000000004,4.221393096247125,3
24,2.5,4.26760884866754,3
25,2.6,4.325729539451876,3
26,2.7,4.3939930937908835,3
27,2.8000000000000003,4.470730842552034,3
28,2.9000000000000004,4.554378021888193,3
29,3.0,4.643474836433829,3
30,3.1,4.736661844977448,3
31,3.2,4.832672412925226,3
32,3.3000000000000003,4.930324104293861,3
33,3.4000000000000004,5.028510198991071,3
34,3.5,23.13476410966112,0
35,3.6,22.891077494060642,0
36,3.7,22.641830726053325,0
37,3.8000000000000003,22.38807632600348,0
38,3.9000000000000004,22.130889123691112,0
39,4.0,21.871342376905343,0
40,4.1000000000000005,21.61047190559175,0
41,4.2,21.349238784966406,0
42,4.3,21.088495804055533,0
43,4.4,20.828961016858685,0
44,4.5,20.571200303169825,0
45,4.6000000000000005,20.315619568875814,0
46,4.7,20.062466121982993,0
47,4.800000000000001,19.81183796423313,0
48,4.9,19.56369927369621,0
49,5.0,19.317900187747778,0
50,5.1000000000000005,19.074199058234505,0
51,5.2,18.83228556174553,0
52,5.300000000000001,18.591927589666128,0
53,5.4,18.35285326740678,0
54,5.5,18.114722398725316,0
55,5.6000000000000005,17.877175249250573,0
56,5.7,17.639845058554748,0
57,5.800000000000001,17.402382431849404,0
58,5.9,17.16449786094422,0
59,6.0,16.92596765401465,0
60,6.1000000000000005,16.68662487167259,0
61,6.2,16.446349386123302,0
62,6.300000000000001,16.205061299560576,0
63,6.4,15.962716959058927,0
64,6.5,15.719305805072437,0
65,6.6000000000000005,15.474846917649364,0
66,6.7,15.22938492648832,0
67,6.800000000000001,14.982985442857851,0
68,6.9,14.735730349928296,0
69,7.0,14.487713282390862,0
70,7.1000000000000005,14.23903554758566,0
71,7.2,13.989802649449961,0
72,7.300000000000001,13.740121497145307,0
73,7.4,13.490098317179045,0
74,7.5,13.239837239757643,0
75,7.6000000000000005,12.9894394948786,0
76,7.7,12.739003129867418,0
77,7.800000000000001,12.4886231465539,0
78,7.9,12.23839195164594,0
79,8.0,11.98840001663362,0
80,8.1,11.738736652390465,0
81,8.200000000000001,11.488516851289436,0
82,8.3,11.237753691416607,0
83,8.4,10.986555824097023,0
84,8.5,10.735321122016908,0
85,8.6,10.484646914269245,0
86,8.700000000000001,10.234909062428558,0
87,8.8,9.986351386383229,0
88,8.9,9.73914198828121,0
89,9.0,9.493407161791742,0
90,9.1,9.2492516178781,0
91,9.200000000000001,9.006770295126394,0
92,9.3,8.766048200395767,0
93,9.4,8.527177437698967,0
94,9.5,8.290253330933707,0
95,9.600000000000001,8.056464485390313,0
96,9.700000000000001,7.824582152218884,0
97,9.8,7.5956704174403225,0
98,9.9,7.368694541204595,0
99,10.0,7.144723632334869,0
100,10.100000000000001,6.9228892724710756,0
101,10.200000000000001,6.704241956935028,0
102,10.3,6.488050210790826,0
103,10.4,6.27532526798786,0
104,10.5,6.0663635930682895,0
105,10.600000000000001,5.860497943007763,0
106,10.700000000000001,5.658571432236364,0
107,10.8,5.461000094717597,0
108,10.9,5.267845019294612,0
109,11.0,5.079461917110646,0
110,11.100000000000001,4.896236260820574,0
111,11.200000000000001,4.7186172178436045,0
112,11.3,4.547131852954073,0
113,11.4,4.3492180573439425,2
114,11.5,4.128671108665176,2
115,11.600000000000001,3.91272450643604,2
116,11.700000000000001,3.7021753817308043,2
117,11.8,3.4979964680736315,2
118,11.9,3.3013741680167477,2
119,12.0,3.1141741173972575,2
120,12.100000000000001,2.9382491044833143,2
121,12.200000000000001,2.7758974039884867,2
122,12.3,2.6298906380526073,2
123,12.4,2.5035035252808138,2
124,12.5,2.400506130751002,2
125,12.600000000000001,2.324765896372689,2
126,12.700000000000001,2.2794616740592524,2
127,12.8,2.266626407520894,2
128,12.9,2.286448202271286,2
129,13.0,2.3373861189422094,2
130,13.100000000000001,2.4162357658021136,2
131,13.200000000000001,2.519690864065874,2
132,13.3,2.6445177504380406,2
133,13.4,2.7876980013456856,2
134,13.5,2.946522069347987,2
135,13.600000000000001,3.1186276191916322,2
136,13.700000000000001,3.3019951874673703,2
137,13.8,3.4430124796087864,1
138,13.9,3.5807495418002278,1
139,14.0,3.728387264936696,1
140,14.100000000000001,3.8854786184566943,1
141,14.200000000000001,4.051342337987703,1
142,14.3,4.225227398939454,1
143,14.4,4.373794429499826,3
144,14.5,4.521400271566617,3
145,14.600000000000001,4.678097618716167,3
146,14.700000000000001,4.844293884009783,3
147,14.8,5.018905632493346,3
148,14.9,5.201024576442887,3
149,15.0,5.389874136964047,3
150,15.100000000000001,5.584786563838812,3
151,15.200000000000001,5.785187906726936,3
152,15.3,5.990556619939402,3
153,15.4,6.20041787146038,3
154,15.5,6.414341952997269,3
155,15.600000000000001,6.631979238857151,3
156,15.700000000000001,6.848474608564378,3
157,15.8,7.058903138807306,3
158,15.9,7.262756139650789,3
159,16.0,7.463690915292382,3
160,16.1,7.661892584970324,3
161,16.2,7.857200105652771,3
162,16.3,8.055828936387483,3
163,16.400000000000002,8.260099895838303,3
164,16.5,8.462822515906867,3
165,16.6,8.660632246854727,3
166,16.7,8.853076914068566,3
